SampleID,Decimal.Chronological.Age
207131910109_R08C01,69.12
207131910115_R01C01,53.93
207131910115_R03C01,33.64
207131910115_R04C01,71.8
207131910115_R07C01,39.7
207131910115_R08C01,32.26
207131910122_R02C01,76.79
207131910122_R04C01,54.25
207131910122_R06C01,71.22
207131910122_R07C01,66.63
207131910122_R08C01,45.34
207131910130_R01C01,50.39
207131910130_R02C01,47.35
207131910130_R03C01,50.23
207131910130_R04C01,50.54
207131910130_R05C01,51.22
207131910130_R06C01,69.41
207131910130_R07C01,65.52
207131910130_R08C01,59.33
207131910131_R02C01,47.17
207131910131_R03C01,46.53
207131910131_R04C01,41.76
207131910131_R05C01,46.7
207131910131_R06C01,54.02
207131910131_R08C01,55.39
207131910132_R01C01,25.49
207131910132_R02C01,46.74
207131910132_R03C01,64.13
207131910132_R04C01,47.35
207131910132_R05C01,49.04
207131910132_R07C01,57.64
207131910144_R01C01,63.55
207131910144_R02C01,41.97
207131910144_R04C01,30.54
207131910144_R05C01,63.67
207131910144_R07C01,34.59
207131910144_R08C01,41.41
207179230001_R01C01,51.32
207179230001_R02C01,37.2
207179230001_R03C01,70.94
207179230001_R04C01,46.85
207179230001_R05C01,44.3
207179230001_R06C01,61.36
207179230001_R07C01,82.5
207179230001_R08C01,74.02
207179230016_R01C01,27.61
207179230016_R02C01,64.27
207179230016_R03C01,45.59
207179230016_R04C01,56.03
207179230016_R05C01,51.86
207179230016_R06C01,65.33
207179230016_R07C01,51
207179230016_R08C01,59.14
207179230032_R01C01,66.7
207179230032_R02C01,54.65
207179230032_R03C01,42.61
207179230032_R04C01,84.18
207179230032_R05C01,61.36
207179230032_R06C01,54.18
207179230032_R07C01,46.56
207179230032_R08C01,52.56
207179230034_R01C01,43.62
207179230034_R02C01,38.18
207179230034_R03C01,40.86
207179230034_R04C01,44.7
207179230034_R05C01,62.23
207179230034_R06C01,42.5
207179230034_R07C01,52.2
207179230034_R08C01,53.61
207179230037_R01C01,56.39
207179230037_R02C01,38.57
207179230037_R03C01,40.85
207179230037_R04C01,49.49
207179230037_R06C01,43.37
207179230037_R08C01,68.65
207179230038_R01C01,54.36
207179230038_R02C01,66.24
207179230038_R03C01,59.98
207179230038_R04C01,73.68
207179230038_R07C01,53.12
207179230038_R08C01,47.19
207179230045_R01C01,38.72
207179230045_R02C01,37.22
207179230045_R03C01,38.29
207179230045_R04C01,67.77
207179230045_R05C01,72.5
207179230045_R06C01,59.77
207179230045_R07C01,69.03
207179230045_R08C01,70.62
207179230062_R01C01,68
207179230062_R02C01,60.32
207179230062_R03C01,43.92
207179230062_R04C01,56.66
207179230062_R06C01,49.26
207179230062_R07C01,62
207179230062_R08C01,60.88
207179230063_R01C01,53.6
207179230063_R02C01,49
207179230063_R03C01,58.25
207179230063_R04C01,47.08
207179230063_R07C01,61.95
207179230067_R03C01,69.68
207179230068_R02C01,75.04
207179230068_R03C01,64.22
207179230068_R04C01,68.9
207179230068_R05C01,64.4
207179230068_R08C01,64.19
207179230069_R01C01,61.05
207179230069_R02C01,63.04
207179230069_R03C01,40.71
207179230069_R06C01,37.05
207179230069_R07C01,43.92
207179230069_R08C01,45.18
207179230081_R01C01,67
207179230081_R02C01,70.42
207179230081_R03C01,51.44
207179230081_R04C01,52.14
207179230081_R05C01,55.34
207179230081_R06C01,59.96
207179230081_R07C01,58.57
207179230081_R08C01,72.51
207179230092_R01C01,33.1
207179230092_R02C01,49.69
207179230092_R03C01,50.7
207179230092_R05C01,34.71
207179230092_R06C01,34.77
207179230092_R07C01,52.19
207179230094_R01C01,65.84
207179230094_R02C01,64.23
207179230094_R03C01,67.83
207179230094_R04C01,70.97
207179230094_R05C01,33.86
207179230094_R07C01,62.44
207179230094_R08C01,66.07
207179230095_R01C01,45.46
207179230095_R02C01,64.95
207179230095_R03C01,61.5
207179230095_R04C01,41.61
207179230095_R05C01,60.1
207179230095_R06C01,51.3
207179230095_R07C01,72.19
207179230095_R08C01,67.84
207179230097_R01C01,46.75
207179230097_R02C01,62.68
207179230097_R03C01,52.04
207179230097_R04C01,74.96
207179230097_R05C01,80.17
207179230097_R06C01,43.95
207179230097_R07C01,67.17
207179230097_R08C01,50.11
207179230108_R01C01,34.77
207179230108_R02C01,61.83
207179230108_R03C01,50.76
207179230108_R06C01,39.21
207179230108_R07C01,42.83
207179230108_R08C01,67.25
207179230132_R01C01,55.31
207179230132_R02C01,38.07
207179230132_R05C01,59.15
207179230132_R06C01,74.99
207179230132_R07C01,73.19
207179230132_R08C01,66.89
207179230134_R01C01,75.75
207179230134_R02C01,45.13
207179230134_R03C01,71.42
207179230134_R04C01,64.78
207179230134_R05C01,58.16
207179230134_R06C01,66.99
207179230134_R07C01,62.42
207179230134_R08C01,71.86
207179230135_R01C01,52.35
207179230135_R02C01,73.34
207179230135_R03C01,57.17
207179230135_R04C01,60.59
207179230135_R05C01,49.92
207179230135_R06C01,53.59
207179230135_R07C01,54.44
207179230135_R08C01,83.4
207179230153_R01C01,57.18
207179230153_R02C01,40.64
207179230153_R03C01,70.69
207179230153_R04C01,36.15
207179230153_R06C01,46.55
207179230154_R01C01,69.48
207179230154_R02C01,51.49
207179230154_R03C01,17.98
207179230154_R04C01,51.02
207179230154_R05C01,78.49
207179230154_R06C01,71.81
207179230154_R07C01,50.81
207179230154_R08C01,45.36
207179230158_R01C01,71.47
207179230158_R02C01,75.37
207179230158_R03C01,74.41
207179230158_R04C01,48.63
207179230158_R05C01,47.86
207179230158_R06C01,60.63
207179230158_R07C01,69.36
207179230158_R08C01,42.16
207179230162_R01C01,67.27
207179230162_R02C01,61.64
207179230162_R03C01,44.49
207179230162_R04C01,61.96
207179230162_R05C01,71.92
207179230162_R06C01,38.81
207179230162_R07C01,68.72
207179230162_R08C01,53.48
207179230164_R01C01,38.82
207179230164_R02C01,44.28
207179230164_R03C01,54.73
207179230164_R04C01,57.33
207179230164_R05C01,56.36
207179230164_R06C01,37.68
207179230164_R07C01,56.73
207179230164_R08C01,62.22
207179230165_R01C01,52.75
207179230165_R02C01,50.51
207179230165_R03C01,36.36
207179230165_R04C01,18.9
207179230165_R05C01,57.82
207179230165_R06C01,52.26
207179230165_R07C01,62.04
207179230165_R08C01,72.75
207179230171_R01C01,60.3
207179230171_R02C01,70.2
207179230171_R03C01,86.9
207179230171_R04C01,44.68
207179230171_R05C01,69.05
207179230171_R06C01,49.06
207179230171_R07C01,67.78
207179230171_R08C01,34.56
207179230174_R01C01,39.42
207179230174_R02C01,32.99
207179230174_R04C01,72.08
207179230174_R05C01,53.18
207179230174_R06C01,50.25
207179230174_R07C01,49.28
207179230174_R08C01,52.22
207179230176_R01C01,54.16
207179230176_R04C01,46.27
207179230176_R05C01,34.14
207179230176_R06C01,28.59
207179230176_R07C01,39.16
207179230176_R08C01,52.54
207179230177_R01C01,47.01
207179230177_R02C01,65.04
207179230177_R03C01,62.28
207179230177_R04C01,31.1
207179230177_R05C01,50.14
207179230177_R06C01,44.45
207179230177_R07C01,39.97
207179230182_R01C01,55.25
207179230182_R03C01,45.59
207179230182_R04C01,64.07
207179230182_R08C01,37.51
207179240004_R01C01,36.89
207179240004_R02C01,61.88
207179240004_R03C01,70.64
207179240004_R04C01,41.33
207179240004_R05C01,71.92
207179240004_R06C01,56.27
207179240005_R01C01,27.64
207179240005_R02C01,73.97
207179240005_R03C01,51.68
207179240005_R04C01,51.63
207179240005_R05C01,50.24
207179240005_R06C01,36.61
207179240005_R07C01,33.63
207179240005_R08C01,58
207179240011_R02C01,47.61
207179240011_R04C01,63.59
207179240011_R05C01,45.02
207179240011_R06C01,37.35
207179240011_R07C01,50.01
207179240026_R01C01,41.91
207179240026_R02C01,47.17
207179240026_R03C01,46.72
207179240026_R04C01,53.32
207179240026_R06C01,50.63
207179240028_R01C01,79.64
207179240028_R02C01,50.35
207179240028_R03C01,54.66
207179240028_R04C01,58.81
207179240028_R06C01,61
207179240028_R07C01,50.31
207179240028_R08C01,44.38
207179240031_R01C01,58.02
207179240031_R02C01,48.35
207179240031_R03C01,66.77
207179240031_R04C01,59.52
207179240031_R05C01,51.98
207179240031_R06C01,45.02
207179240031_R07C01,38.75
207179240031_R08C01,70.31
207179240033_R02C01,43.89
207179240033_R03C01,37.9
207179240033_R04C01,52.84
207179240033_R06C01,42.05
207179240033_R08C01,48.99
207179240038_R01C01,54.59
207179240038_R03C01,41.6
207179240038_R04C01,57.76
207179240038_R08C01,54.44
207179240045_R01C01,55.58
207179240045_R02C01,38.17
207179240045_R03C01,70.46
207179240045_R05C01,69.06
207179240045_R06C01,47.02
207179240045_R07C01,42.38
207179240045_R08C01,45.58
207179240048_R01C01,40.43
207179240048_R02C01,64.3
207179240048_R04C01,59.61
207179240048_R05C01,72.88
207179240048_R06C01,55.06
207179240048_R07C01,40.59
207179240048_R08C01,38.77
207179240049_R01C01,54.9
207179240049_R02C01,55.94
207179240049_R03C01,55.43
207179240049_R04C01,63.69
207179240049_R05C01,51.87
207179240049_R06C01,61.14
207179240049_R08C01,39.48
207179240053_R01C01,59.87
207179240053_R02C01,54.84
207179240053_R03C01,43.03
207179240053_R04C01,38.67
207179240053_R05C01,64.65
207179240053_R06C01,66.09
207179240053_R07C01,42.18
207179240053_R08C01,51.76
207179240076_R01C01,40.33
207179240076_R02C01,44.1
207179240076_R03C01,54.96
207179240076_R04C01,41.07
207179240076_R06C01,53.37
207179240076_R08C01,52.13
207179240077_R01C01,59.31
207179240077_R02C01,73.43
207179240077_R03C01,46.69
207179240077_R04C01,17.45
207179240077_R06C01,58.02
207179240078_R01C01,64.01
207179240078_R02C01,56.87
207179240078_R03C01,50.93
207179240078_R04C01,30.89
207179240078_R05C01,57.04
207179240078_R06C01,51.67
207179240078_R07C01,46.31
207179240078_R08C01,48.48
207179240079_R01C01,55.28
207179240079_R02C01,52.98
207179240079_R05C01,63.17
207179240079_R06C01,67.1
207179240079_R07C01,67.71
207179240095_R01C01,41.4
207179240095_R02C01,79.91
207179240095_R03C01,49.44
207179240095_R04C01,49.44
207179240095_R05C01,61.52
207179240095_R06C01,62.1
207179240095_R07C01,36.67
207179240095_R08C01,69.65
207179240108_R01C01,67.91
207179240108_R02C01,39.03
207179240108_R03C01,39.05
207179240108_R04C01,39.16
207179240108_R05C01,36.22
207179240108_R06C01,72.16
207179240108_R07C01,41.43
207179240108_R08C01,58.13
207179240110_R02C01,46.53
207179240110_R03C01,28.41
207179240110_R04C01,37.63
207179240110_R07C01,38.14
207179240110_R08C01,47.18
207179240111_R01C01,37.48
207179240111_R02C01,47.58
207179240111_R03C01,27.21
207179240111_R04C01,51.31
207179240111_R05C01,39.5
207179240111_R06C01,44.91
207179240112_R01C01,65.98
207179240112_R02C01,41.45
207179240112_R03C01,40.03
207179240112_R04C01,57.17
207179240112_R06C01,46.06
207179240112_R07C01,53.51
207179240112_R08C01,51.53
207179240117_R01C01,62.23
207179240117_R02C01,40.62
207179240117_R03C01,58.37
207179240117_R04C01,52.46
207179240117_R05C01,63.18
207179240117_R06C01,46.62
207179240117_R07C01,55.17
207179240117_R08C01,56.06
207179240118_R01C01,61.45
207179240118_R02C01,58.6
207179240118_R03C01,59.84
207179240118_R04C01,58.27
207179240118_R05C01,39.34
207179240118_R06C01,47.03
207179240124_R01C01,55.82
207179240124_R04C01,52.47
207179240124_R06C01,51.7
207179240124_R07C01,36.14
207179240124_R08C01,61.47
207179240135_R01C01,40.18
207179240135_R03C01,71.16
207179240135_R04C01,55.25
207179240135_R06C01,64.45
207179240135_R07C01,59.42
207179240135_R08C01,39.64
207179240136_R01C01,59.66
207179240136_R02C01,44.48
207179240136_R03C01,43.95
207179240136_R04C01,68.64
207179240136_R05C01,53.68
207179240136_R06C01,45.09
207179240136_R07C01,44.15
207179240136_R08C01,58.59
207179240139_R01C01,55.31
207179240139_R02C01,63.61
207179240139_R03C01,47.83
207179240139_R06C01,50.61
207179240139_R07C01,32.64
207179240139_R08C01,59.15
207179240140_R02C01,37.29
207179240140_R03C01,56.32
207179240140_R04C01,47.84
207179240140_R07C01,64.81
207179240140_R08C01,71.93
207179240168_R01C01,57
207179240168_R02C01,40
207179240168_R03C01,67.33
207179240168_R04C01,67.8
207179240168_R08C01,65.83
207179240175_R01C01,46.47
207179240175_R02C01,36.41
207179240175_R03C01,56.99
207179240175_R04C01,35.04
207179240175_R05C01,39.11
207179240175_R06C01,41.82
207179240175_R07C01,41.86
207179240175_R08C01,44.75
207179240182_R02C01,52.04
207179240182_R03C01,44.62
207179240182_R04C01,32.08
207179240182_R06C01,49.67
207179240182_R07C01,44.64
207179240182_R08C01,56.52
207179240184_R01C01,41.43
207179240184_R02C01,46.29
207179240184_R03C01,50.53
207179240184_R04C01,64.2
207179240184_R05C01,39.09
207179240184_R06C01,49.67
207179240184_R07C01,48.77
207179240184_R08C01,49.91
207182150084_R01C01,76.52
207182150084_R02C01,60.27
207182150084_R03C01,54.27
207182150084_R04C01,49.16
207182150084_R06C01,41.97
207182150084_R07C01,48.87
207182150084_R08C01,53.97
207182150089_R02C01,64.07
207182150089_R03C01,41.97
207182150089_R04C01,43.89
207182150089_R05C01,65.35
207182150089_R06C01,63.26
207182150089_R07C01,50.65
207182150114_R03C01,66.36
207182150114_R05C01,45.31
207182150114_R06C01,54.75
207182150114_R07C01,47.63
207182150114_R08C01,47.07
207182150149_R01C01,50.63
207182150149_R02C01,33.9
207182150149_R03C01,56.19
207182150149_R05C01,56.12
207182150149_R06C01,57.39
207182150149_R07C01,54.83
207182150149_R08C01,60.56
207248270004_R04C01,34.25
207248270004_R05C01,54.9
207248270004_R07C01,37.96
207248270004_R08C01,67.73
207248270011_R01C01,34.47
207248270011_R02C01,65.9
207248270011_R03C01,62.57
207248270011_R04C01,65.53
207248270011_R07C01,46.46
207248270011_R08C01,59.69
207248270017_R01C01,46.97
207248270017_R02C01,67.27
207248270017_R03C01,81.55
207248270017_R07C01,57.74
207248270017_R08C01,58.58
207248270027_R01C01,59.62
207248270027_R02C01,58.48
207248270027_R03C01,64.73
207248270027_R04C01,56.31
207248270027_R05C01,59.77
207248270027_R06C01,74
207248270027_R07C01,47.93
207248270027_R08C01,41.85
207248270030_R01C01,29.79
207248270030_R03C01,50.72
207248270030_R04C01,50.53
207248270030_R08C01,37.39
207248270038_R01C01,44.33
207248270038_R02C01,70.73
207248270038_R03C01,45.11
207248270038_R04C01,33.24
207248270038_R07C01,56.15
207248270038_R08C01,32.66
207248270041_R01C01,40.92
207248270041_R03C01,41.46
207248270041_R04C01,56.78
207248270041_R07C01,50.82
207248270041_R08C01,44.51
207248270048_R01C01,41.25
207248270048_R02C01,54.89
207248270048_R03C01,38.38
207248270048_R04C01,51.94
207248270048_R05C01,45.34
207248270048_R07C01,43.35
207248270048_R08C01,44.35
207248270049_R01C01,59.67
207248270049_R02C01,36.23
207248270049_R03C01,53.95
207248270049_R04C01,71.2
207248270049_R05C01,45.31
207248270049_R06C01,50.97
207248270049_R07C01,42.42
207248270049_R08C01,60.28
207248270050_R01C01,49.98
207248270050_R02C01,43.87
207248270050_R03C01,53.77
207248270050_R04C01,54.71
207248270050_R07C01,63.75
207248270050_R08C01,52.53
207248270070_R01C01,55.89
207248270070_R02C01,35.96
207248270070_R03C01,33.27
207248270070_R04C01,47.98
207248270070_R07C01,67.69
207248270070_R08C01,34.48
207248270081_R01C01,68.26
207248270081_R02C01,80.12
207248270081_R03C01,48.06
207248270081_R04C01,72.76
207248270081_R06C01,51.59
207248270081_R07C01,58.27
207248270081_R08C01,60.78
207248530003_R01C01,42.02
207248530003_R02C01,40.67
207248530003_R03C01,59.72
207248530003_R04C01,44.82
207248530003_R06C01,26.16
207248530003_R08C01,76.63
207248530004_R02C01,40.96
207248530004_R03C01,59.83
207248530004_R07C01,46.17
207248530004_R08C01,61.56
207248530010_R01C01,65.66
207248530010_R03C01,71.88
207248530010_R04C01,44.84
207248530010_R05C01,60.64
207248530010_R06C01,61.11
207248530010_R07C01,64.58
207248530010_R08C01,52.54
207248530030_R02C01,28.21
207248530030_R03C01,56.49
207248530030_R04C01,49.58
207248530030_R05C01,35.8
207248530030_R06C01,39.67
207248530030_R07C01,50.19
207248530030_R08C01,51.01
207248530036_R01C01,83.92
207248530036_R02C01,32.46
207248530036_R03C01,61.14
207248530036_R04C01,50.41
207248530036_R05C01,47.7
207248530036_R06C01,55.63
207248530036_R08C01,64.34
207248530038_R01C01,55.44
207248530038_R02C01,54.99
207248530038_R03C01,62.41
207248530038_R04C01,75.68
207248530038_R05C01,50.71
207248530038_R06C01,53.44
207248530038_R07C01,74.14
207248530038_R08C01,50.93
207248530059_R01C01,51.56
207248530059_R02C01,56.42
207248530059_R03C01,25.14
207248530059_R04C01,56.12
207248530059_R05C01,45.06
207248530059_R06C01,51.45
207248530059_R08C01,55.51
207248530062_R01C01,69.09
207248530062_R02C01,52.36
207248530062_R03C01,57.8
207248530062_R05C01,49.12
207248530062_R06C01,58.88
207248530062_R07C01,45.05
207248530062_R08C01,45.16
207248530064_R01C01,66.44
207248530064_R03C01,46.55
207248530064_R05C01,58.32
207248530064_R06C01,49.88
207248530064_R07C01,33.42
207248530064_R08C01,75.83
207248530067_R01C01,64.56
207248530067_R02C01,62.71
207248530067_R03C01,44.87
207248530067_R06C01,67.88
207248530067_R07C01,45.59
207248530067_R08C01,36.93
207248530084_R01C01,47.17
207248530084_R02C01,75.94
207248530084_R03C01,52.89
207248530084_R04C01,50.72
207248530084_R05C01,52.15
207248530084_R06C01,19.1
207248530084_R07C01,59.75
207248530084_R08C01,51.89
207255330009_R01C01,42.81
207255330009_R02C01,70.87
207255330009_R03C01,31.51
207255330009_R04C01,57.21
207255330009_R05C01,43.01
207255330050_R01C01,69.75
207255330050_R02C01,71.04
207255330050_R03C01,37.11
207255330050_R04C01,37.38
207255330050_R05C01,54.41
207255330050_R06C01,55.46
207255330050_R07C01,54.82
207255330074_R01C01,52.58
207255330074_R02C01,49.23
207255330074_R03C01,52.92
207255330074_R04C01,48.06
207255330074_R05C01,52.53
207255330074_R06C01,49.35
207255330074_R07C01,60.56
207255330074_R08C01,46.06
207261500037_R01C01,53.38
207261500037_R02C01,36.91
207261500037_R03C01,53.51
207261500037_R04C01,60.65
207261500037_R05C01,48.35
207261500037_R06C01,42.73
207261500037_R07C01,52.51
207261500037_R08C01,50.76
207261500045_R01C01,39.39
207261500045_R02C01,52.37
207261500045_R03C01,51.27
207261500045_R04C01,46.4
207261500045_R05C01,35.59
207261500045_R06C01,56.2
207261500045_R07C01,40.52
207261500045_R08C01,60.49
207261500053_R01C01,53.04
207261500053_R02C01,59.74
207261500053_R03C01,49.66
207261500053_R04C01,36.35
207261500053_R05C01,51.08
207261500053_R06C01,38.65
207261500053_R07C01,68.52
207261500053_R08C01,71.49
207261500054_R01C01,59.37
207261500054_R03C01,56.36
207261500054_R04C01,58.63
207261500054_R05C01,52.76
207261500054_R06C01,70.27
207261500054_R07C01,56.05
207261500054_R08C01,31.89
207261500071_R01C01,67.17
207261500071_R02C01,75.03
207261500071_R03C01,65.83
207261500071_R08C01,38.2
207261500080_R03C01,63.72
207261500080_R04C01,64.25
207261500080_R06C01,30.62
207261500080_R07C01,44.42
207261500080_R08C01,43.31
207261500092_R01C01,52.4
207261500092_R02C01,59.95
207261500092_R03C01,58.13
207261500092_R04C01,53.47
207261500092_R05C01,52.68
207261500092_R06C01,71.09
207261500092_R07C01,52.83
207261500092_R08C01,65.11
207261500093_R01C01,57.31
207261500093_R02C01,57.08
207261500093_R03C01,58.43
207261500093_R04C01,68.21
207261500093_R05C01,47.2
207261500093_R06C01,64.1
207261500093_R07C01,38.66
207261500093_R08C01,55.09
207261500097_R01C01,39.9
207261500097_R02C01,41.28
207261500097_R03C01,35.38
207261500097_R04C01,61.2
207261500097_R05C01,52.23
207261500097_R06C01,48.21
207261500097_R07C01,59.73
207261500100_R05C01,59.27
207261500100_R06C01,66
207261500100_R07C01,64.68
207261500100_R08C01,61.4
207261500102_R01C01,27.31
207261500102_R02C01,67.08
207261500102_R03C01,63.55
207261500102_R04C01,31.67
207261500102_R05C01,46.17
207261500102_R07C01,40.21
207261500106_R01C01,59.44
207261500106_R02C01,69.07
207261500106_R03C01,64.56
207261500106_R04C01,63.73
207261500106_R05C01,65.78
207261500106_R06C01,46.44
207261500106_R08C01,77.11
207261500111_R01C01,55.5
207261500111_R02C01,46.32
207261500111_R03C01,47.86
207261500111_R04C01,58.26
207261500111_R05C01,50.31
207261500111_R06C01,43.29
207261500111_R07C01,35.24
207261500111_R08C01,33.22
207261500112_R01C01,41.57
207261500112_R02C01,56.88
207261500112_R03C01,42.82
207261500112_R04C01,71.29
207261500112_R05C01,29.99
207261500112_R06C01,57.53
207261500112_R07C01,54.24
207261500112_R08C01,42.53
207261500114_R01C01,55.58
207261500114_R02C01,54.08
207261500114_R03C01,52.88
207261500114_R04C01,67.29
207261500114_R05C01,30.83
207261500114_R06C01,41.89
207261500114_R07C01,41.25
207261500114_R08C01,32.51
207261500116_R01C01,45.31
207261500116_R02C01,43
207261500116_R03C01,31.81
207261500116_R04C01,47.5
207261500118_R01C01,52.72
207261500118_R02C01,46.78
207261500118_R03C01,62.84
207261500118_R04C01,35.61
207261500118_R05C01,69.74
207261500118_R06C01,35.12
207261500118_R07C01,77.47
207261500118_R08C01,46.6
207261500120_R01C01,47.62
207261500120_R03C01,56.7
207261500120_R04C01,77.73
207261500120_R05C01,43.47
207261500120_R06C01,63.11
207261500120_R07C01,60.4
207261500120_R08C01,67.85
207261500124_R01C01,62.27
207261500124_R02C01,38.61
207261500124_R03C01,52.46
207261500124_R04C01,60.38
207261500124_R05C01,70.85
207261500124_R06C01,60.59
207261500124_R07C01,69.8
207261500124_R08C01,61.99
207261500131_R01C01,62.23
207261500131_R02C01,48.47
207261500131_R03C01,55.12
207261500131_R05C01,65.02
207261500131_R06C01,50.86
207261500131_R07C01,38.32
207261500131_R08C01,41.58
207261500134_R01C01,46.05
207261500134_R02C01,70.34
207261500134_R03C01,47.26
207261500134_R04C01,42.14
207261500134_R05C01,51.18
207261500134_R06C01,45.25
207261500134_R07C01,58.79
207261500135_R01C01,56.49
207261500135_R02C01,41.28
207261500135_R03C01,51.1
207261500135_R04C01,55.69
207261500135_R05C01,41.52
207261500135_R07C01,51.71
207261500135_R08C01,64.22
207261500140_R01C01,48.64
207261500140_R02C01,69.3
207261500140_R03C01,28.37
207261500140_R04C01,60.87
207261500140_R05C01,60.54
207261500140_R06C01,28.79
207261500140_R07C01,53.79
207261500140_R08C01,43.48
207261500142_R01C01,39.85
207261500142_R02C01,50.16
207261500142_R03C01,58.38
207261500142_R04C01,57.65
207261500142_R05C01,55.63
207261500142_R06C01,47.89
207261500142_R07C01,82.84
207261500142_R08C01,62.34
207261500150_R01C01,25.78
207261500150_R02C01,54
207261500150_R03C01,47.57
207261500150_R04C01,45.35
207261500150_R05C01,49.5
207261500150_R06C01,65.82
207261500150_R07C01,57.88
207261500150_R08C01,46.62
207262930005_R01C01,30.27
207262930005_R02C01,44.47
207262930005_R03C01,63.68
207262930005_R04C01,65.68
207262930005_R05C01,34.71
207262930005_R06C01,72.33
207262930005_R07C01,65.48
207262930005_R08C01,75.75
207262930011_R01C01,53.44
207262930011_R02C01,70.28
207262930011_R04C01,70.37
207262930011_R05C01,35.72
207262930011_R06C01,70.32
207262930011_R07C01,34.55
207262930011_R08C01,30.2
207262930021_R02C01,58.25
207262930021_R03C01,64.05
207262930021_R04C01,72.24
207262930021_R05C01,50.12
207262930021_R06C01,55.75
207262930021_R07C01,48.39
207262930021_R08C01,59.18
207262930023_R01C01,46.18
207262930023_R02C01,34.2
207262930023_R03C01,38.78
207262930023_R04C01,77.56
207262930023_R05C01,45.34
207262930023_R06C01,75.92
207262930023_R07C01,70.82
207262930023_R08C01,33.13
207269880085_R01C01,35.56
207269880085_R02C01,46.54
207269880085_R03C01,49.39
207269880085_R04C01,62.74
207269880085_R06C01,60.45
207269880085_R07C01,40.79
207269880095_R02C01,39.36
207269880095_R03C01,56.28
207269880095_R04C01,41.18
207269880095_R08C01,52
207269880098_R01C01,54.08
207269880098_R02C01,59.49
207269880098_R03C01,74.28
207269880098_R04C01,60.55
207269880098_R05C01,69.37
207269880099_R01C01,63.18
207269880099_R02C01,34.49
207269880099_R03C01,47.82
207269880099_R04C01,61.34
207269880099_R05C01,40.42
207269880099_R06C01,68.56
207269880099_R07C01,56.94
207269880099_R08C01,58.37
207269880107_R01C01,37.25
207269880107_R03C01,23.34
207269880107_R04C01,33.28
207269880107_R05C01,50.74
207269880107_R06C01,50.37
207269880107_R07C01,43.58
207269880107_R08C01,30.07
207269880112_R01C01,66.68
207269880112_R02C01,33.47
207269880112_R03C01,72.26
207269880112_R06C01,32.57
207269880112_R07C01,52.87
207269880112_R08C01,54.83
207269880113_R02C01,51.04
207269880113_R04C01,33.59
207269880113_R06C01,38.65
207269880113_R08C01,58.88
207269880118_R01C01,47.49
207269880118_R02C01,39.64
207269880118_R03C01,62.58
207269880118_R04C01,44.19
207269880118_R07C01,37.03
207269880118_R08C01,48.07
207269880127_R01C01,52.3
207269880127_R02C01,38.03
207269880127_R03C01,44.79
207269880127_R04C01,41.24
207269880127_R05C01,45.93
207269880127_R06C01,71.62
207269880127_R07C01,64.41
207269880127_R08C01,59.57
207269880133_R01C01,54.94
207269880133_R02C01,57.44
207269880133_R03C01,52.68
207269880133_R04C01,57.45
207269880133_R07C01,50.71
207269880133_R08C01,35.37
207269880135_R01C01,57.56
207269880135_R02C01,59.88
207269880135_R03C01,57.29
207269880135_R07C01,52.68
207269880135_R08C01,41.92
207269880143_R01C01,54.89
207269880143_R02C01,52.38
207269880143_R03C01,49.52
207269880143_R04C01,51.26
207269880148_R02C01,80
207269880148_R03C01,79.42
207269880148_R04C01,56.64
207269880148_R05C01,61.33
207269880148_R06C01,58.72
207269880148_R07C01,63.43
207269880148_R08C01,50.91
207269880149_R01C01,38.4
207269880149_R02C01,55.37
207269880149_R07C01,69.91
207269880149_R08C01,43.3
207269880150_R01C01,59.92
207269880150_R02C01,56.51
207269880150_R04C01,68.55
207278070039_R01C01,62.15
207278070039_R02C01,63.52
207278070039_R03C01,50.53
207278070039_R04C01,50.06
207278070039_R05C01,48.25
207278070039_R07C01,51.14
207278070039_R08C01,54.54
207278070044_R01C01,35.75
207278070044_R02C01,50.82
207278070044_R04C01,53.6
207278070044_R07C01,43.27
207278070044_R08C01,68.53
207278070052_R01C01,48.06
207278070052_R02C01,48.39
207278070052_R03C01,49.39
207278070052_R04C01,56.15
207278070054_R01C01,43.21
207278070054_R03C01,44.31
207278070054_R04C01,70.29
207278070054_R05C01,55.66
207278070074_R01C01,43.38
207278070074_R04C01,50.81
207278070074_R05C01,35.06
207278070074_R06C01,41.27
207278070074_R07C01,30.52
207278070074_R08C01,48.8
207278070106_R01C01,43.99
207278070106_R02C01,71.39
207278070106_R03C01,65.92
207278070106_R04C01,50.66
207278070106_R05C01,29.19
207278070106_R06C01,70.66
207278070106_R07C01,30.37
207278070106_R08C01,44.29
207278070110_R01C01,44.82
207278070110_R02C01,33.62
207278070110_R03C01,43.42
207278070110_R04C01,55.77
207278070110_R05C01,56.97
207278070110_R06C01,34.12
207278070110_R07C01,55.96
207278070110_R08C01,37.33
207278070111_R01C01,66.27
207278070111_R02C01,32.85
207278070111_R03C01,49.54
207278070111_R04C01,33.3
207278070111_R05C01,38.23
207278070111_R06C01,37.15
207278070111_R07C01,59.7
207278070111_R08C01,53.39
207278070127_R01C01,77.53
207278070127_R02C01,51.43
207278070127_R03C01,32.68
207278070127_R04C01,56.16
207278070127_R05C01,44.95
207278070127_R06C01,43.32
207278070127_R07C01,52.88
207278070127_R08C01,30.92
207278070128_R01C01,48.43
207278070128_R02C01,60.18
